qid,Q0,docid,rank,score,runstring,relevance
363317,Q0,D1482400,4,-5.49904,IndriQueryLikelihood,1.0
363317,Q0,D2606543,5,-5.53311,IndriQueryLikelihood,1.0
363317,Q0,D2814136,6,-5.5387,IndriQueryLikelihood,1.0
363317,Q0,D16926,7,-5.54715,IndriQueryLikelihood,1.0
363317,Q0,D2548350,8,-5.57944,IndriQueryLikelihood,1.0
363317,Q0,D316237,9,-5.594,IndriQueryLikelihood,1.0
363317,Q0,D3012252,10,-5.60913,IndriQueryLikelihood,1.0
363317,Q0,D795861,91,-5.86426,IndriQueryLikelihood,0.0
363317,Q0,D2711821,92,-5.86489,IndriQueryLikelihood,0.0
363317,Q0,D3309719,93,-5.86606,IndriQueryLikelihood,0.0
363317,Q0,D1295886,94,-5.86656,IndriQueryLikelihood,0.0
363317,Q0,D493302,95,-5.86656,IndriQueryLikelihood,0.0
363317,Q0,D3132576,96,-5.86715,IndriQueryLikelihood,0.0
363317,Q0,D3039864,97,-5.86731,IndriQueryLikelihood,0.0
363317,Q0,D597315,98,-5.86841,IndriQueryLikelihood,0.0
363317,Q0,D3187107,99,-5.86958,IndriQueryLikelihood,0.0
363317,Q0,D3212045,100,-5.86982,IndriQueryLikelihood,0.0
949382,Q0,D1324023,1,-4.64099,IndriQueryLikelihood,1.0
949382,Q0,D2897867,2,-4.77915,IndriQueryLikelihood,1.0
949382,Q0,D1599139,3,-4.84195,IndriQueryLikelihood,1.0
949382,Q0,D1863453,4,-4.84195,IndriQueryLikelihood,1.0
949382,Q0,D472018,5,-4.99043,IndriQueryLikelihood,1.0
949382,Q0,D472017,6,-5.30355,IndriQueryLikelihood,1.0
949382,Q0,D1599141,7,-5.36205,IndriQueryLikelihood,1.0
949382,Q0,D1599142,8,-5.39462,IndriQueryLikelihood,1.0
949382,Q0,D1599138,9,-5.46155,IndriQueryLikelihood,1.0
949382,Q0,D1324024,10,-5.46628,IndriQueryLikelihood,1.0
949382,Q0,D1188616,91,-6.01167,IndriQueryLikelihood,0.0
949382,Q0,D387368,92,-6.01562,IndriQueryLikelihood,0.0
949382,Q0,D2411787,93,-6.01672,IndriQueryLikelihood,0.0
949382,Q0,D2666232,94,-6.01709,IndriQueryLikelihood,0.0
949382,Q0,D2882225,95,-6.01863,IndriQueryLikelihood,0.0
949382,Q0,D3347212,96,-6.01952,IndriQueryLikelihood,0.0
949382,Q0,D2977372,97,-6.02107,IndriQueryLikelihood,0.0
949382,Q0,D660282,98,-6.02107,IndriQueryLikelihood,0.0
949382,Q0,D2471804,99,-6.02493,IndriQueryLikelihood,0.0
949382,Q0,D783378,100,-6.03066,IndriQueryLikelihood,0.0
1170014,Q0,D316260,1,-5.56706,IndriQueryLikelihood,1.0
1170014,Q0,D905847,2,-5.81402,IndriQueryLikelihood,1.0
1170014,Q0,D221884,3,-6.38604,IndriQueryLikelihood,1.0
1170014,Q0,D316262,4,-6.46174,IndriQueryLikelihood,1.0
1170014,Q0,D221883,5,-6.46174,IndriQueryLikelihood,1.0
1170014,Q0,D2363026,6,-6.4757,IndriQueryLikelihood,1.0
1170014,Q0,D1478590,7,-6.51206,IndriQueryLikelihood,1.0
1170014,Q0,D88478,8,-6.63849,IndriQueryLikelihood,1.0
1170014,Q0,D905848,9,-6.63935,IndriQueryLikelihood,1.0
1170014,Q0,D221882,10,-6.69107,IndriQueryLikelihood,1.0
1170014,Q0,D843951,91,-7.08902,IndriQueryLikelihood,0.0
1170014,Q0,D3013135,92,-7.08953,IndriQueryLikelihood,0.0
1170014,Q0,D1200782,93,-7.08966,IndriQueryLikelihood,0.0
1170014,Q0,D1932957,94,-7.09213,IndriQueryLikelihood,0.0
1170014,Q0,D200327,95,-7.09236,IndriQueryLikelihood,0.0
1170014,Q0,D1364284,96,-7.09364,IndriQueryLikelihood,0.0
1170014,Q0,D2052919,97,-7.09616,IndriQueryLikelihood,0.0
1170014,Q0,D3559434,98,-7.09654,IndriQueryLikelihood,0.0
1170014,Q0,D3173022,99,-7.09743,IndriQueryLikelihood,0.0
1170014,Q0,D2520625,100,-7.10089,IndriQueryLikelihood,0.0
230279,Q0,D1804839,1,-5.60661,IndriQueryLikelihood,1.0
230279,Q0,D662361,2,-5.64935,IndriQueryLikelihood,1.0
230279,Q0,D978549,3,-5.65062,IndriQueryLikelihood,1.0
230279,Q0,D357103,4,-5.72906,IndriQueryLikelihood,1.0
230279,Q0,D1734540,5,-5.78039,IndriQueryLikelihood,1.0
230279,Q0,D2572732,6,-5.78337,IndriQueryLikelihood,1.0
230279,Q0,D951051,7,-5.79003,IndriQueryLikelihood,1.0
230279,Q0,D585590,8,-5.81599,IndriQueryLikelihood,1.0
230279,Q0,D585587,9,-5.8251,IndriQueryLikelihood,1.0
230279,Q0,D1804840,10,-5.89117,IndriQueryLikelihood,1.0
230279,Q0,D1896055,91,-6.39438,IndriQueryLikelihood,0.0
230279,Q0,D1679871,92,-6.39952,IndriQueryLikelihood,0.0
230279,Q0,D1040595,93,-6.40188,IndriQueryLikelihood,0.0
230279,Q0,D934577,94,-6.40288,IndriQueryLikelihood,0.0
230279,Q0,D2608495,95,-6.40625,IndriQueryLikelihood,0.0
230279,Q0,D2100116,96,-6.40877,IndriQueryLikelihood,0.0
230279,Q0,D3355737,97,-6.41236,IndriQueryLikelihood,0.0
230279,Q0,D2281994,98,-6.41316,IndriQueryLikelihood,0.0
230279,Q0,D1185271,99,-6.41741,IndriQueryLikelihood,0.0
230279,Q0,D1582841,100,-6.41862,IndriQueryLikelihood,0.0
777508,Q0,D292398,1,-4.46468,IndriQueryLikelihood,1.0
777508,Q0,D2107254,2,-4.47767,IndriQueryLikelihood,1.0
777508,Q0,D3294022,3,-4.69954,IndriQueryLikelihood,1.0
777508,Q0,D1725739,4,-4.71134,IndriQueryLikelihood,1.0
777508,Q0,D1601011,5,-4.71781,IndriQueryLikelihood,1.0
777508,Q0,D539315,6,-4.72609,IndriQueryLikelihood,1.0
777508,Q0,D1381766,7,-4.73175,IndriQueryLikelihood,1.0
777508,Q0,D2844362,8,-4.73713,IndriQueryLikelihood,1.0
777508,Q0,D1203833,9,-4.76234,IndriQueryLikelihood,1.0
777508,Q0,D3314516,10,-4.7696,IndriQueryLikelihood,1.0
777508,Q0,D556932,91,-4.94517,IndriQueryLikelihood,0.0
777508,Q0,D3389090,92,-4.9528,IndriQueryLikelihood,0.0
777508,Q0,D601168,93,-4.95347,IndriQueryLikelihood,0.0
777508,Q0,D1382613,94,-4.95501,IndriQueryLikelihood,0.0
777508,Q0,D667743,95,-4.95572,IndriQueryLikelihood,0.0
777508,Q0,D503993,96,-4.95604,IndriQueryLikelihood,0.0
777508,Q0,D746654,97,-4.95686,IndriQueryLikelihood,0.0
777508,Q0,D560649,98,-4.95828,IndriQueryLikelihood,0.0
777508,Q0,D560647,99,-4.95851,IndriQueryLikelihood,0.0
777508,Q0,D18954,100,-4.95934,IndriQueryLikelihood,0.0
199281,Q0,D90374,1,-4.86856,IndriQueryLikelihood,1.0
199281,Q0,D407395,2,-4.86856,IndriQueryLikelihood,1.0
199281,Q0,D41972,3,-4.90077,IndriQueryLikelihood,1.0
199281,Q0,D1685122,4,-5.04602,IndriQueryLikelihood,1.0
199281,Q0,D104157,5,-5.04602,IndriQueryLikelihood,1.0
199281,Q0,D1656918,6,-5.079,IndriQueryLikelihood,1.0
199281,Q0,D390559,7,-5.0891,IndriQueryLikelihood,1.0
199281,Q0,D2841058,8,-5.0896,IndriQueryLikelihood,1.0
199281,Q0,D1906364,9,-5.13136,IndriQueryLikelihood,1.0
199281,Q0,D1191629,10,-5.13939,IndriQueryLikelihood,1.0
199281,Q0,D1090244,91,-5.44136,IndriQueryLikelihood,0.0
199281,Q0,D1688581,92,-5.44364,IndriQueryLikelihood,0.0
199281,Q0,D1498559,93,-5.44364,IndriQueryLikelihood,0.0
199281,Q0,D89952,94,-5.44685,IndriQueryLikelihood,0.0
199281,Q0,D1686403,96,-5.44798,IndriQueryLikelihood,0.0
199281,Q0,D1063373,97,-5.45131,IndriQueryLikelihood,0.0
199281,Q0,D2133740,98,-5.45618,IndriQueryLikelihood,0.0
199281,Q0,D2667304,99,-5.46353,IndriQueryLikelihood,0.0
199281,Q0,D480512,100,-5.46364,IndriQueryLikelihood,0.0
916209,Q0,D748012,1,-5.79221,IndriQueryLikelihood,1.0
916209,Q0,D352524,2,-6.11652,IndriQueryLikelihood,1.0
916209,Q0,D2771206,3,-6.11979,IndriQueryLikelihood,1.0
916209,Q0,D1442841,4,-6.14156,IndriQueryLikelihood,1.0
916209,Q0,D3466573,5,-6.14634,IndriQueryLikelihood,1.0
916209,Q0,D3438312,6,-6.1541,IndriQueryLikelihood,1.0
916209,Q0,D2182859,7,-6.15607,IndriQueryLikelihood,1.0
916209,Q0,D1122414,8,-6.17949,IndriQueryLikelihood,1.0
916209,Q0,D2135057,9,-6.19495,IndriQueryLikelihood,1.0
916209,Q0,D654928,10,-6.19758,IndriQueryLikelihood,1.0
916209,Q0,D2097191,91,-6.49539,IndriQueryLikelihood,0.0
916209,Q0,D2524367,92,-6.49692,IndriQueryLikelihood,0.0
916209,Q0,D3433803,93,-6.49914,IndriQueryLikelihood,0.0
916209,Q0,D3083576,94,-6.50051,IndriQueryLikelihood,0.0
916209,Q0,D2532318,95,-6.50871,IndriQueryLikelihood,0.0
916209,Q0,D2789991,96,-6.50894,IndriQueryLikelihood,0.0
916209,Q0,D1652545,97,-6.50906,IndriQueryLikelihood,0.0
916209,Q0,D293350,98,-6.5111,IndriQueryLikelihood,0.0
916209,Q0,D2164081,99,-6.51333,IndriQueryLikelihood,0.0
916209,Q0,D1026210,100,-6.51419,IndriQueryLikelihood,0.0
925391,Q0,D2638667,1,-5.90679,IndriQueryLikelihood,1.0
925391,Q0,D797685,2,-5.95944,IndriQueryLikelihood,1.0
925391,Q0,D3463691,3,-5.9644,IndriQueryLikelihood,1.0
925391,Q0,D523858,5,-5.98411,IndriQueryLikelihood,1.0
925391,Q0,D2179406,6,-6.0179,IndriQueryLikelihood,1.0
925391,Q0,D2221289,7,-6.04199,IndriQueryLikelihood,1.0
925391,Q0,D2372709,8,-6.05376,IndriQueryLikelihood,1.0
925391,Q0,D1937950,9,-6.07591,IndriQueryLikelihood,1.0
925391,Q0,D1068494,10,-6.08781,IndriQueryLikelihood,1.0
925391,Q0,D115839,91,-6.36501,IndriQueryLikelihood,0.0
925391,Q0,D2569239,92,-6.36574,IndriQueryLikelihood,0.0
925391,Q0,D2819971,93,-6.36604,IndriQueryLikelihood,0.0
925391,Q0,D3541086,94,-6.36781,IndriQueryLikelihood,0.0
925391,Q0,D607704,95,-6.36827,IndriQueryLikelihood,0.0
925391,Q0,D2612581,96,-6.36986,IndriQueryLikelihood,0.0
925391,Q0,D1972851,97,-6.37038,IndriQueryLikelihood,0.0
925391,Q0,D2918294,98,-6.37094,IndriQueryLikelihood,0.0
925391,Q0,D1593728,99,-6.37169,IndriQueryLikelihood,0.0
925391,Q0,D3502522,100,-6.37302,IndriQueryLikelihood,0.0
257460,Q0,D2136608,1,-5.45184,IndriQueryLikelihood,1.0
257460,Q0,D2136606,2,-5.60904,IndriQueryLikelihood,1.0
257460,Q0,D225651,3,-5.82679,IndriQueryLikelihood,1.0
257460,Q0,D2136607,4,-5.83932,IndriQueryLikelihood,1.0
257460,Q0,D1555557,5,-5.87024,IndriQueryLikelihood,1.0
257460,Q0,D3461337,6,-5.87313,IndriQueryLikelihood,1.0
257460,Q0,D2136609,7,-5.91755,IndriQueryLikelihood,1.0
257460,Q0,D2071827,8,-6.02108,IndriQueryLikelihood,1.0
257460,Q0,D487390,9,-6.0236,IndriQueryLikelihood,1.0
257460,Q0,D3193131,10,-6.05519,IndriQueryLikelihood,1.0
257460,Q0,D2628322,91,-6.44147,IndriQueryLikelihood,0.0
257460,Q0,D877518,92,-6.44195,IndriQueryLikelihood,0.0
257460,Q0,D3006813,93,-6.44239,IndriQueryLikelihood,0.0
257460,Q0,D1722666,94,-6.44797,IndriQueryLikelihood,0.0
257460,Q0,D3193057,95,-6.44821,IndriQueryLikelihood,0.0
257460,Q0,D3381269,96,-6.44907,IndriQueryLikelihood,0.0
257460,Q0,D1553547,97,-6.44957,IndriQueryLikelihood,0.0
257460,Q0,D3082964,98,-6.45469,IndriQueryLikelihood,0.0
257460,Q0,D3369610,99,-6.45538,IndriQueryLikelihood,0.0
257460,Q0,D925666,100,-6.45562,IndriQueryLikelihood,0.0
1072868,Q0,D3114064,1,-5.41172,IndriQueryLikelihood,1.0
1072868,Q0,D3505599,2,-5.44921,IndriQueryLikelihood,1.0
1072868,Q0,D2110679,3,-5.55804,IndriQueryLikelihood,1.0
1072868,Q0,D2236904,4,-5.56793,IndriQueryLikelihood,1.0
1072868,Q0,D495270,5,-5.56987,IndriQueryLikelihood,1.0
1072868,Q0,D2048170,6,-5.57642,IndriQueryLikelihood,1.0
1072868,Q0,D3078286,7,-5.61188,IndriQueryLikelihood,1.0
1072868,Q0,D685648,8,-5.61794,IndriQueryLikelihood,1.0
1072868,Q0,D2119066,9,-5.65348,IndriQueryLikelihood,1.0
1072868,Q0,D2558392,10,-5.67243,IndriQueryLikelihood,1.0
1072868,Q0,D2379348,91,-6.22129,IndriQueryLikelihood,0.0
1072868,Q0,D1391771,92,-6.224,IndriQueryLikelihood,0.0
1072868,Q0,D135095,93,-6.22492,IndriQueryLikelihood,0.0
1072868,Q0,D2101366,94,-6.22764,IndriQueryLikelihood,0.0
1072868,Q0,D809232,95,-6.24105,IndriQueryLikelihood,0.0
1072868,Q0,D129030,96,-6.24105,IndriQueryLikelihood,0.0
1072868,Q0,D1828663,97,-6.24417,IndriQueryLikelihood,0.0
1072868,Q0,D2804571,98,-6.24815,IndriQueryLikelihood,0.0
1072868,Q0,D1629237,99,-6.2494,IndriQueryLikelihood,0.0
1072868,Q0,D2528054,100,-6.25272,IndriQueryLikelihood,0.0
491300,Q0,D2138794,1,-5.73191,IndriQueryLikelihood,1.0
491300,Q0,D2601465,2,-5.77138,IndriQueryLikelihood,1.0
491300,Q0,D2138792,3,-5.83279,IndriQueryLikelihood,1.0
491300,Q0,D1736222,4,-5.98042,IndriQueryLikelihood,1.0
491300,Q0,D1059222,5,-6.35543,IndriQueryLikelihood,1.0
491300,Q0,D2601468,6,-6.56245,IndriQueryLikelihood,1.0
491300,Q0,D2138798,7,-6.56603,IndriQueryLikelihood,1.0
491300,Q0,D2138796,8,-6.60685,IndriQueryLikelihood,1.0
491300,Q0,D655269,9,-6.63954,IndriQueryLikelihood,1.0
491300,Q0,D1732572,10,-6.64385,IndriQueryLikelihood,1.0
491300,Q0,D1946061,91,-7.34931,IndriQueryLikelihood,0.0
491300,Q0,D511011,92,-7.34958,IndriQueryLikelihood,0.0
491300,Q0,D528574,93,-7.35098,IndriQueryLikelihood,0.0
491300,Q0,D3254318,94,-7.35098,IndriQueryLikelihood,0.0
491300,Q0,D3088477,95,-7.35244,IndriQueryLikelihood,0.0
491300,Q0,D1126402,96,-7.35874,IndriQueryLikelihood,0.0
491300,Q0,D1007337,97,-7.35874,IndriQueryLikelihood,0.0
491300,Q0,D216606,98,-7.36551,IndriQueryLikelihood,0.0
491300,Q0,D3218185,99,-7.36644,IndriQueryLikelihood,0.0
491300,Q0,D1311127,100,-7.36645,IndriQueryLikelihood,0.0
497114,Q0,D1203800,1,-5.45343,IndriQueryLikelihood,1.0
497114,Q0,D1459499,2,-5.45416,IndriQueryLikelihood,1.0
497114,Q0,D1372457,3,-5.54633,IndriQueryLikelihood,1.0
497114,Q0,D2790953,4,-5.55988,IndriQueryLikelihood,1.0
497114,Q0,D477089,5,-5.56298,IndriQueryLikelihood,1.0
497114,Q0,D2463814,6,-5.61996,IndriQueryLikelihood,1.0
497114,Q0,D405219,7,-5.67588,IndriQueryLikelihood,1.0
497114,Q0,D447520,8,-5.68368,IndriQueryLikelihood,1.0
497114,Q0,D1948367,9,-5.68442,IndriQueryLikelihood,1.0
497114,Q0,D2241775,10,-5.72724,IndriQueryLikelihood,1.0
497114,Q0,D1061713,91,-5.87625,IndriQueryLikelihood,0.0
497114,Q0,D104651,92,-5.87678,IndriQueryLikelihood,0.0
497114,Q0,D2233632,93,-5.87967,IndriQueryLikelihood,0.0
497114,Q0,D3098317,94,-5.8806,IndriQueryLikelihood,0.0
497114,Q0,D1225254,95,-5.88091,IndriQueryLikelihood,0.0
497114,Q0,D1910187,96,-5.88401,IndriQueryLikelihood,0.0
497114,Q0,D3276324,97,-5.8848,IndriQueryLikelihood,0.0
497114,Q0,D2470086,98,-5.88507,IndriQueryLikelihood,0.0
497114,Q0,D802928,99,-5.8864,IndriQueryLikelihood,0.0
497114,Q0,D2263272,100,-5.88822,IndriQueryLikelihood,0.0
1162712,Q0,D676070,1,-4.70402,IndriQueryLikelihood,1.0
1162712,Q0,D3556476,2,-5.22781,IndriQueryLikelihood,1.0
1162712,Q0,D2157366,3,-5.42824,IndriQueryLikelihood,1.0
1162712,Q0,D1679522,4,-5.44264,IndriQueryLikelihood,1.0
1162712,Q0,D676073,5,-5.45736,IndriQueryLikelihood,1.0
1162712,Q0,D2034124,6,-5.55854,IndriQueryLikelihood,1.0
1162712,Q0,D2361576,7,-5.60875,IndriQueryLikelihood,1.0
1162712,Q0,D1414766,8,-5.64031,IndriQueryLikelihood,1.0
1162712,Q0,D1634039,9,-5.64237,IndriQueryLikelihood,1.0
1162712,Q0,D3511990,10,-5.65804,IndriQueryLikelihood,1.0
1162712,Q0,D1089105,91,-5.96273,IndriQueryLikelihood,0.0
1162712,Q0,D1374878,92,-5.96415,IndriQueryLikelihood,0.0
1162712,Q0,D1101589,93,-5.9643,IndriQueryLikelihood,0.0
1162712,Q0,D3266035,94,-5.96676,IndriQueryLikelihood,0.0
1162712,Q0,D3319868,95,-5.97207,IndriQueryLikelihood,0.0
1162712,Q0,D734424,96,-5.97458,IndriQueryLikelihood,0.0
1162712,Q0,D2359597,97,-5.97611,IndriQueryLikelihood,0.0
1162712,Q0,D2278513,98,-5.97776,IndriQueryLikelihood,0.0
1162712,Q0,D3288852,99,-5.98025,IndriQueryLikelihood,0.0
1162712,Q0,D486109,100,-5.98225,IndriQueryLikelihood,0.0
487208,Q0,D256534,1,-6.17859,IndriQueryLikelihood,1.0
487208,Q0,D49484,2,-6.38052,IndriQueryLikelihood,1.0
487208,Q0,D3499664,3,-6.54987,IndriQueryLikelihood,1.0
487208,Q0,D1608349,4,-6.77317,IndriQueryLikelihood,1.0
487208,Q0,D1532464,5,-6.82344,IndriQueryLikelihood,1.0
487208,Q0,D349749,6,-6.9257,IndriQueryLikelihood,1.0
487208,Q0,D2287142,7,-6.94519,IndriQueryLikelihood,1.0
487208,Q0,D2929723,8,-6.94924,IndriQueryLikelihood,1.0
487208,Q0,D2586224,9,-6.99441,IndriQueryLikelihood,1.0
487208,Q0,D3375574,10,-6.99441,IndriQueryLikelihood,1.0
487208,Q0,D2345422,91,-7.42057,IndriQueryLikelihood,0.0
487208,Q0,D3164184,92,-7.42595,IndriQueryLikelihood,0.0
487208,Q0,D763044,93,-7.42928,IndriQueryLikelihood,0.0
487208,Q0,D133150,94,-7.4304,IndriQueryLikelihood,0.0
487208,Q0,D830114,95,-7.4304,IndriQueryLikelihood,0.0
487208,Q0,D3321146,96,-7.43245,IndriQueryLikelihood,0.0
487208,Q0,D1873404,97,-7.43364,IndriQueryLikelihood,0.0
487208,Q0,D1357045,98,-7.4337,IndriQueryLikelihood,0.0
487208,Q0,D883703,99,-7.43459,IndriQueryLikelihood,0.0
487208,Q0,D1372431,100,-7.43927,IndriQueryLikelihood,0.0
520814,Q0,D679197,1,-5.30522,IndriQueryLikelihood,1.0
520814,Q0,D823095,2,-6.38548,IndriQueryLikelihood,1.0
520814,Q0,D1215129,3,-6.41712,IndriQueryLikelihood,1.0
520814,Q0,D1014546,4,-6.42051,IndriQueryLikelihood,1.0
520814,Q0,D1346114,5,-6.42051,IndriQueryLikelihood,1.0
520814,Q0,D3506839,6,-6.42051,IndriQueryLikelihood,1.0
520814,Q0,D269492,7,-6.42051,IndriQueryLikelihood,1.0
520814,Q0,D1137717,8,-6.42051,IndriQueryLikelihood,1.0
520814,Q0,D3399644,9,-6.42051,IndriQueryLikelihood,1.0
520814,Q0,D2571555,10,-6.42051,IndriQueryLikelihood,1.0
520814,Q0,D679196,91,-6.59831,IndriQueryLikelihood,0.0
520814,Q0,D754353,92,-6.60598,IndriQueryLikelihood,0.0
520814,Q0,D1958241,93,-6.60598,IndriQueryLikelihood,0.0
520814,Q0,D2664917,94,-6.61849,IndriQueryLikelihood,0.0
520814,Q0,D3150043,95,-6.61849,IndriQueryLikelihood,0.0
520814,Q0,D2586716,96,-6.61849,IndriQueryLikelihood,0.0
520814,Q0,D2984981,97,-6.61913,IndriQueryLikelihood,0.0
520814,Q0,D777417,98,-6.65106,IndriQueryLikelihood,0.0
520814,Q0,D1366702,99,-6.69741,IndriQueryLikelihood,0.0
520814,Q0,D2396569,100,-6.70243,IndriQueryLikelihood,0.0
227265,Q0,D679420,1,-5.98112,IndriQueryLikelihood,1.0
227265,Q0,D168485,2,-5.99777,IndriQueryLikelihood,1.0
227265,Q0,D679417,3,-6.02577,IndriQueryLikelihood,1.0
227265,Q0,D1395192,4,-6.04047,IndriQueryLikelihood,1.0
227265,Q0,D3443918,5,-6.15299,IndriQueryLikelihood,1.0
227265,Q0,D3119599,6,-6.15326,IndriQueryLikelihood,1.0
227265,Q0,D2885757,7,-6.18328,IndriQueryLikelihood,1.0
227265,Q0,D2148569,8,-6.19675,IndriQueryLikelihood,1.0
227265,Q0,D2491777,9,-6.20419,IndriQueryLikelihood,1.0
227265,Q0,D2988317,10,-6.21806,IndriQueryLikelihood,1.0
227265,Q0,D3014886,91,-6.5493,IndriQueryLikelihood,0.0
227265,Q0,D746655,92,-6.54936,IndriQueryLikelihood,0.0
227265,Q0,D1878841,93,-6.55263,IndriQueryLikelihood,0.0
227265,Q0,D2784916,94,-6.55378,IndriQueryLikelihood,0.0
227265,Q0,D618581,95,-6.55677,IndriQueryLikelihood,0.0
227265,Q0,D1361897,96,-6.55744,IndriQueryLikelihood,0.0
227265,Q0,D157510,97,-6.5602,IndriQueryLikelihood,0.0
227265,Q0,D181773,98,-6.56099,IndriQueryLikelihood,0.0
227265,Q0,D762658,99,-6.56744,IndriQueryLikelihood,0.0
227265,Q0,D2262704,100,-6.56778,IndriQueryLikelihood,0.0
169571,Q0,D1000198,1,-5.2467,IndriQueryLikelihood,1.0
169571,Q0,D3229760,2,-5.24991,IndriQueryLikelihood,1.0
169571,Q0,D299621,3,-5.26675,IndriQueryLikelihood,1.0
169571,Q0,D509829,4,-5.38574,IndriQueryLikelihood,1.0
169571,Q0,D880765,5,-5.49727,IndriQueryLikelihood,1.0
169571,Q0,D296072,6,-5.51037,IndriQueryLikelihood,1.0
169571,Q0,D2671936,7,-5.53932,IndriQueryLikelihood,1.0
169571,Q0,D1389628,8,-5.54023,IndriQueryLikelihood,1.0
169571,Q0,D3386956,9,-5.55061,IndriQueryLikelihood,1.0
169571,Q0,D417980,10,-5.55766,IndriQueryLikelihood,1.0
169571,Q0,D761282,91,-5.91109,IndriQueryLikelihood,0.0
169571,Q0,D2408095,92,-5.91137,IndriQueryLikelihood,0.0
169571,Q0,D474462,93,-5.91137,IndriQueryLikelihood,0.0
169571,Q0,D3551128,94,-5.91146,IndriQueryLikelihood,0.0
169571,Q0,D2393108,95,-5.92029,IndriQueryLikelihood,0.0
169571,Q0,D618341,96,-5.92474,IndriQueryLikelihood,0.0
169571,Q0,D1357654,97,-5.92626,IndriQueryLikelihood,0.0
169571,Q0,D2972830,98,-5.92807,IndriQueryLikelihood,0.0
169571,Q0,D2478375,99,-5.92869,IndriQueryLikelihood,0.0
169571,Q0,D450197,100,-5.92948,IndriQueryLikelihood,0.0
589324,Q0,D1275267,1,-5.81851,IndriQueryLikelihood,1.0
589324,Q0,D1172979,2,-5.93162,IndriQueryLikelihood,1.0
589324,Q0,D761273,3,-6.00861,IndriQueryLikelihood,1.0
589324,Q0,D1884801,4,-6.01786,IndriQueryLikelihood,1.0
589324,Q0,D1969268,5,-6.02291,IndriQueryLikelihood,1.0
589324,Q0,D613740,6,-6.03959,IndriQueryLikelihood,1.0
589324,Q0,D1447607,7,-6.07726,IndriQueryLikelihood,1.0
589324,Q0,D579774,8,-6.08639,IndriQueryLikelihood,1.0
589324,Q0,D3136946,9,-6.09835,IndriQueryLikelihood,1.0
589324,Q0,D3047981,10,-6.1124,IndriQueryLikelihood,1.0
589324,Q0,D4149,91,-6.44961,IndriQueryLikelihood,0.0
589324,Q0,D1047604,92,-6.44965,IndriQueryLikelihood,0.0
589324,Q0,D2194000,93,-6.45091,IndriQueryLikelihood,0.0
589324,Q0,D556695,94,-6.45141,IndriQueryLikelihood,0.0
589324,Q0,D3547361,95,-6.45204,IndriQueryLikelihood,0.0
589324,Q0,D243769,96,-6.45234,IndriQueryLikelihood,0.0
589324,Q0,D1507216,97,-6.45392,IndriQueryLikelihood,0.0
589324,Q0,D2313958,98,-6.45517,IndriQueryLikelihood,0.0
589324,Q0,D1542666,99,-6.45897,IndriQueryLikelihood,0.0
589324,Q0,D2089886,100,-6.46021,IndriQueryLikelihood,0.0
240576,Q0,D1337207,1,-5.89283,IndriQueryLikelihood,1.0
240576,Q0,D2802571,2,-5.89743,IndriQueryLikelihood,1.0
240576,Q0,D1241371,3,-5.96219,IndriQueryLikelihood,1.0
240576,Q0,D276443,4,-6.06908,IndriQueryLikelihood,1.0
240576,Q0,D2110849,5,-6.08283,IndriQueryLikelihood,1.0
240576,Q0,D2704511,6,-6.10611,IndriQueryLikelihood,1.0
240576,Q0,D3354745,7,-6.10649,IndriQueryLikelihood,1.0
240576,Q0,D2308256,8,-6.10668,IndriQueryLikelihood,1.0
240576,Q0,D490940,9,-6.10719,IndriQueryLikelihood,1.0
240576,Q0,D838849,10,-6.15317,IndriQueryLikelihood,1.0
240576,Q0,D482851,91,-6.46339,IndriQueryLikelihood,0.0
240576,Q0,D276447,92,-6.46411,IndriQueryLikelihood,0.0
240576,Q0,D1287609,93,-6.46458,IndriQueryLikelihood,0.0
240576,Q0,D728101,94,-6.46508,IndriQueryLikelihood,0.0
240576,Q0,D2085913,95,-6.46795,IndriQueryLikelihood,0.0
240576,Q0,D3110270,96,-6.47013,IndriQueryLikelihood,0.0
240576,Q0,D333216,97,-6.47148,IndriQueryLikelihood,0.0
240576,Q0,D1821643,98,-6.47287,IndriQueryLikelihood,0.0
240576,Q0,D2792029,99,-6.47364,IndriQueryLikelihood,0.0
240576,Q0,D2159677,100,-6.4737,IndriQueryLikelihood,0.0
296708,Q0,D687889,1,-4.39547,IndriQueryLikelihood,1.0
296708,Q0,D2206495,2,-4.61747,IndriQueryLikelihood,1.0
296708,Q0,D10337,3,-4.76341,IndriQueryLikelihood,1.0
296708,Q0,D2206496,4,-4.80245,IndriQueryLikelihood,1.0
296708,Q0,D527874,5,-4.86277,IndriQueryLikelihood,1.0
296708,Q0,D2732993,6,-4.89024,IndriQueryLikelihood,1.0
296708,Q0,D2171079,7,-4.92768,IndriQueryLikelihood,1.0
296708,Q0,D2656878,8,-4.9771,IndriQueryLikelihood,1.0
296708,Q0,D1386569,9,-5.02186,IndriQueryLikelihood,1.0
296708,Q0,D1565779,10,-5.0264,IndriQueryLikelihood,1.0
296708,Q0,D2723998,91,-5.46172,IndriQueryLikelihood,0.0
296708,Q0,D194732,92,-5.4622,IndriQueryLikelihood,0.0
296708,Q0,D2327230,93,-5.4622,IndriQueryLikelihood,0.0
296708,Q0,D188476,94,-5.46223,IndriQueryLikelihood,0.0
296708,Q0,D665069,95,-5.46682,IndriQueryLikelihood,0.0
